codigo_ibge,microrregiao,atividade,descricao,grupo_vab,variavel_sidra,ano,vab_micro_mil_reais,vab_sc_mil_reais,vab_brasil_mil_reais,peso_micro_brasil,peso_micro_sc,peso_sc_brasil
42002,Chapecó,2700,Fabricação de máquinas e equipamentos elétricos,industria,517,2015,3581200.0,60267845.0,1160787000.0,0.0030851482657886418,0.05942140456490522,0.05191981388489016
42002,Chapecó,2800,Fabricação de máquinas e equipamentos mecânicos,industria,517,2015,3581200.0,60267845.0,1160787000.0,0.0030851482657886418,0.05942140456490522,0.05191981388489016
42002,Chapecó,2991,"Fabricação de automóveis, caminhões e ônibus, exceto peças",industria,517,2015,3581200.0,60267845.0,1160787000.0,0.0030851482657886418,0.05942140456490522,0.05191981388489016
42002,Chapecó,2992,Fabricação de peças e acessórios para veículos automotores,industria,517,2015,3581200.0,60267845.0,1160787000.0,0.0030851482657886418,0.05942140456490522,0.05191981388489016
42002,Chapecó,3000,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",industria,517,2015,3581200.0,60267845.0,1160787000.0,0.0030851482657886418,0.05942140456490522,0.05191981388489016
42002,Chapecó,3180,Fabricação de móveis e de produtos de indústrias diversas,industria,517,2015,3581200.0,60267845.0,1160787000.0,0.0030851482657886418,0.05942140456490522,0.05191981388489016
42002,Chapecó,3300,"Manutenção, reparação e instalação de máquinas e equipamentos",industria,517,2015,3581200.0,60267845.0,1160787000.0,0.0030851482657886418,0.05942140456490522,0.05191981388489016
42002,Chapecó,3500,"Energia elétrica, gás natural e outras utilidades",industria,517,2015,3581200.0,60267845.0,1160787000.0,0.0030851482657886418,0.05942140456490522,0.05191981388489016
42002,Chapecó,3680,"Água, esgoto e gestão de resíduos",industria,517,2015,3581200.0,60267845.0,1160787000.0,0.0030851482657886418,0.05942140456490522,0.05191981388489016
42002,Chapecó,4180,Construção,industria,517,2015,3581200.0,60267845.0,1160787000.0,0.0030851482657886418,0.05942140456490522,0.05191981388489016
42002,Chapecó,4580,Comércio por atacado e varejo,servicos,6575,2015,6356584.0,108382198.0,2850260000.0,0.002230176896142808,0.058649705554043106,0.03802537242216499
42002,Chapecó,4900,Transporte terrestre,servicos,6575,2015,6356584.0,108382198.0,2850260000.0,0.002230176896142808,0.058649705554043106,0.03802537242216499
42002,Chapecó,5000,Transporte aquaviário,servicos,6575,2015,6356584.0,108382198.0,2850260000.0,0.002230176896142808,0.058649705554043106,0.03802537242216499
42002,Chapecó,5100,Transporte aéreo,servicos,6575,2015,6356584.0,108382198.0,2850260000.0,0.002230176896142808,0.058649705554043106,0.03802537242216499
42002,Chapecó,5280,"Armazenamento, atividades auxiliares dos transportes e correio",servicos,6575,2015,6356584.0,108382198.0,2850260000.0,0.002230176896142808,0.058649705554043106,0.03802537242216499
42002,Chapecó,5500,Alojamento,servicos,6575,2015,6356584.0,108382198.0,2850260000.0,0.002230176896142808,0.058649705554043106,0.03802537242216499
42002,Chapecó,5600,Alimentação,servicos,6575,2015,6356584.0,108382198.0,2850260000.0,0.002230176896142808,0.058649705554043106,0.03802537242216499
42002,Chapecó,5800,Edição e edição integrada à impressão,servicos,6575,2015,6356584.0,108382198.0,2850260000.0,0.002230176896142808,0.058649705554043106,0.03802537242216499
